Address,City,State,Zip,AUTO_UNIQUE_ID_2019-08-19_glenpark_address_set_2,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
78TH AV & ARTHUR ST,Oakland,CA,,300,USCGeocoder,1,31.2365,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2700 E 21ST ST,Oakland,CA,,301,USCGeocoder,1,234.3923,,4.1,,37.7857964,-122.226485,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
7200 EDGEWATER DR,Oakland,CA,,302,USCGeocoder,1,171.9566,,4.1,,37.7485278,-122.2074551,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2000 E 30TH ST,Oakland,CA,,303,USCGeocoder,1,203.1356,,4.1,,37.7976717,-122.227991,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
COOLIDGE AV & NICOL AV,Oakland,CA,,304,USCGeocoder,1,31.2697,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
9300 OLIVE ST,Oakland,CA,,305,USCGeocoder,1,218.7214,,4.1,,37.7510854,-122.1663143,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3200 LORENZO AV,Oakland,CA,,306,USCGeocoder,1,93.7133,,4.1,,37.7884187614309,-122.202601973611,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2005.21669275686,Meters,03,StreetSegmentInterpolation
1100 64TH AV,Oakland,CA,,307,USCGeocoder,1,78.1236,,4.1,,37.7610894421611,-122.199213161466,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2322.35933967773,Meters,03,StreetSegmentInterpolation
10700 APRICOT ST,Oakland,CA,,308,USCGeocoder,1,62.508,,4.1,,37.7351671153064,-122.172020305876,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1729.84830666939,Meters,03,StreetSegmentInterpolation
35TH AV & PENNIMAN AV,Oakland,CA,,309,USCGeocoder,1,31.2725,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1900 55TH AV,Oakland,CA,,310,USCGeocoder,1,78.1428,,4.1,,37.7700583351526,-122.199388244909,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1864.1953036054,Meters,03,StreetSegmentInterpolation
3000 55TH AV,Oakland,CA,,311,USCGeocoder,1,234.3769,,4.1,,37.7770425,-122.1890291,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
4400 PIEDMONT AV,Oakland,CA,,312,USCGeocoder,1,203.1303,,4.1,,37.8300516,-122.2468111,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2900 60TH AV,Oakland,CA,,313,USCGeocoder,1,234.3741,,4.1,,37.7729911,-122.1864539,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1300 E 33RD ST,Oakland,CA,,314,USCGeocoder,1,93.7513,,4.1,,37.8011978012786,-122.233055206976,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4433.48606696911,Meters,03,StreetSegmentInterpolation
4800 LAWTON AV,Oakland,CA,,315,USCGeocoder,1,78.1517,,4.1,,37.8343370950805,-122.257270753583,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2774.81588992151,Meters,03,StreetSegmentInterpolation
75TH AV & SAN LEANDRO ST,Oakland,CA,,316,USCGeocoder,1,31.2975,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
600 25TH ST,Oakland,CA,,317,USCGeocoder,1,171.8912,,4.1,,37.8150679330063,-122.272202664404,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4825.50976566086,Meters,03,StreetSegmentInterpolation
16TH ST & ADELINE ST,Oakland,CA,,318,USCGeocoder,1,31.2643,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2200 42ND AV,Oakland,CA,,319,USCGeocoder,1,187.4698,,4.1,,37.778933,-122.2085414,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
20TH AV & FOOTHILL BLVD,Oakland,CA,,320,USCGeocoder,1,31.3589,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7TH ST & FRANKLIN ST,Oakland,CA,,321,USCGeocoder,1,31.2584,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
CLAREMONT AV & TELEGRAPH AV,Oakland,CA,,322,USCGeocoder,1,31.2081,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
600 FAIRMOUNT AV,Oakland,CA,,323,USCGeocoder,1,78.0527,,4.1,,37.8222088369442,-122.253601552452,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1815.13432512293,Meters,03,StreetSegmentInterpolation
9900 E ST,Oakland,CA,,324,USCGeocoder,1,187.4644,,4.1,,37.7406753,-122.1758307,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
BODEN WY & LAKESHORE AV,Oakland,CA,,325,USCGeocoder,1,31.2496,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2000 14TH AV,Oakland,CA,,326,USCGeocoder,1,328.1259,,4.1,,37.7931082,-122.2405902,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2500 66TH AV,Oakland,CA,,327,USCGeocoder,1,218.7521,,4.1,,37.7672644,-122.1861321,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
7200 HAMILTON ST,Oakland,CA,,328,USCGeocoder,1,93.7516,,4.1,,37.7574817704301,-122.191267288168,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1846.80753172003,Meters,03,StreetSegmentInterpolation
4100 SHAFTER AV,Oakland,CA,,329,USCGeocoder,1,171.8936,,4.1,,37.8292933,-122.2592554,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
500 23RD AV,Oakland,CA,,330,USCGeocoder,1,265.6256,,4.1,,37.7748038,-122.2359539,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3900 COLUMBIAN DR,Oakland,CA,,331,USCGeocoder,1,62.5313,,4.1,,37.7742541386464,-122.163027972131,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2001.77547144564,Meters,03,StreetSegmentInterpolation
2000 86TH AV,Oakland,CA,,332,USCGeocoder,1,218.7256,,4.1,,37.7559228,-122.1696831,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
4500 SAN CARLOS AV,Oakland,CA,,333,USCGeocoder,1,218.782,,4.1,,37.7779819,-122.2068546,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
5300 BELVEDERE ST,Oakland,CA,,334,USCGeocoder,1,31.2126,,4.1,,37.7734801689769,-122.199599930954,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2153.07852075901,Meters,03,StreetSegmentInterpolation
0 LAKESIDE DR,Oakland,CA,,335,USCGeocoder,1,125.0237,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2700 HAVENSCOURT BLVD,Oakland,CA,,336,USCGeocoder,1,171.8709,,4.1,,37.7687417,-122.1822932,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
15TH AV & INTERNATIONAL BLVD,Oakland,CA,,337,USCGeocoder,1,31.2491,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1400 52ND AV,Oakland,CA,,338,USCGeocoder,1,46.9087,,4.1,,37.7686538760277,-122.206932222326,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,7829.1792011247,Meters,03,StreetSegmentInterpolation
900 39TH AV,Oakland,CA,,339,USCGeocoder,1,203.0319,,4.1,,37.7713824,-122.2208945,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
7600 BANCROFT AV,Oakland,CA,,340,USCGeocoder,1,46.8799,,4.1,,37.7644928433876,-122.175030386872,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1809.91463267151,Meters,03,StreetSegmentInterpolation
2000 45TH AV,Oakland,CA,,341,USCGeocoder,1,265.6352,,4.1,,37.7750507,-122.2093841,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
10900 EDES AV,Oakland,CA,,342,USCGeocoder,1,171.9768,,4.1,,37.7314559,-122.1759645,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
600 55TH ST,Oakland,CA,,343,USCGeocoder,1,78.0895,,4.1,,37.8405826270205,-122.264619958518,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,5066.82194089587,Meters,03,StreetSegmentInterpolation
20TH ST & FRANKLIN ST,Oakland,CA,,344,USCGeocoder,1,31.2512,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1400 10TH ST,Oakland,CA,,345,USCGeocoder,1,218.711,,4.1,,37.8079823490101,-122.292761871835,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2501.97122768825,Meters,03,StreetSegmentInterpolation
96TH AV & OLIVE ST,Oakland,CA,,346,USCGeocoder,1,31.2299,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
3700 PARK BOULEVARD WY,Oakland,CA,,347,USCGeocoder,1,77.5977,,4.1,,37.8047468827746,-122.231340372616,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,7897.13049744349,Meters,03,StreetSegmentInterpolation
1400 MILLER AV,Oakland,CA,,348,USCGeocoder,1,78.1854,,4.1,,37.7831256999561,-122.234400647718,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2727.95313686086,Meters,03,StreetSegmentInterpolation
500 MONTCLAIR AV,Oakland,CA,,349,USCGeocoder,1,62.4417,,4.1,,37.8028804630277,-122.243522251037,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3315.16973138507,Meters,03,StreetSegmentInterpolation
1600 E 32ND ST,Oakland,CA,,350,USCGeocoder,1,93.7837,,4.1,,37.7996013774605,-122.228543796288,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4022.90722286981,Meters,03,StreetSegmentInterpolation
9900 HOLLY ST,Oakland,CA,,351,USCGeocoder,1,187.3767,,4.1,,37.7440803,-122.1682412,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
CLAY ST & EMBARCADERO WEST,Oakland,CA,,352,USCGeocoder,1,31.2312,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
3200 CURRAN AV,Oakland,CA,,353,USCGeocoder,1,46.8666,,4.1,,37.7936356885019,-122.210079144356,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2174.28783847252,Meters,03,StreetSegmentInterpolation
1800 78TH AV,Oakland,CA,,354,USCGeocoder,1,93.772,,4.1,,37.7608066223762,-122.178163719945,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1160.36693242099,Meters,03,StreetSegmentInterpolation
1800 E 21ST ST,Oakland,CA,,355,USCGeocoder,1,249.9708,,4.1,,37.7923244,-122.2369497,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
5100 SHATTUCK AV,Oakland,CA,,356,USCGeocoder,1,46.9256,,4.1,,37.8373607688127,-122.264112379337,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2433.79467766662,Meters,03,StreetSegmentInterpolation
5500 SHATTUCK AV,Oakland,CA,,357,USCGeocoder,1,187.4738,,4.1,,37.8406622,-122.2642745,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3300 CHESTNUT ST,Oakland,CA,,358,USCGeocoder,1,46.8778,,4.1,,37.8243706457098,-122.279552694235,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4346.05491664726,Meters,03,StreetSegmentInterpolation
1500 4TH AV,Oakland,CA,,359,USCGeocoder,1,156.2843,,4.1,,37.7970704804385,-122.253704397386,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2494.66675754171,Meters,03,StreetSegmentInterpolation
2700 CHESTNUT ST,Oakland,CA,,360,USCGeocoder,1,46.8407,,4.1,,37.8194867874762,-122.281317995322,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3937.72480747383,Meters,03,StreetSegmentInterpolation
96TH AV & BIRCH ST,Oakland,CA,,361,USCGeocoder,1,31.3158,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
19TH ST & HARRISON ST,Oakland,CA,,362,USCGeocoder,1,31.0082,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2400 E 24TH ST,Oakland,CA,,363,USCGeocoder,1,156.261,,4.1,,37.7895881664872,-122.227198638476,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2043.49925499223,Meters,03,StreetSegmentInterpolation
8TH ST & HENRY ST,Oakland,CA,,364,USCGeocoder,1,31.2543,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
6300 SAN PABLO AV,Oakland,CA,,365,USCGeocoder,1,187.4911,,4.1,,37.8462328,-122.2844941,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
98TH AV & WALNUT ST,Oakland,CA,,366,USCGeocoder,1,31.25,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2500 61ST AV,Oakland,CA,,367,USCGeocoder,1,218.7433,,4.1,,37.7694817,-122.189941,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3900 SAN JUAN ST,Oakland,CA,,368,USCGeocoder,1,203.1202,,4.1,,37.7791867,-122.214988,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
700 CALMAR AV,Oakland,CA,,369,USCGeocoder,1,203.1228,,4.1,,37.8126252,-122.2378229,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
1700 19TH AV,Oakland,CA,,370,USCGeocoder,1,296.9255,,4.1,,37.7889808,-122.2383228,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3600 HAGEMAN AV,Oakland,CA,,371,USCGeocoder,1,62.6096,,4.1,,37.7895102168883,-122.204624594187,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,4181.15696169529,Meters,03,StreetSegmentInterpolation
2800 OCTAVIA ST,Oakland,CA,,372,USCGeocoder,1,156.2652,,4.1,,37.7881913,-122.2075551,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
E 16TH ST & SEMINARY AV,Oakland,CA,,373,USCGeocoder,1,31.2491,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
51ST ST & MARTIN LUTHER KING JR WY,Oakland,CA,,374,USCGeocoder,1,31.3546,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7100 SPENCER ST,Oakland,CA,,375,USCGeocoder,1,171.8746,,4.1,,37.7567025,-122.1932996,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
8000 HANSOM DR,Oakland,CA,,376,USCGeocoder,1,187.4843,,4.1,,37.7739748,-122.1368117,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
