Address,City,State,Zip
2300 LEIMERT BL,Oakland,CA,
0 OAK ST,Oakland,CA,
73RD AVE & FAVOR ST,Oakland,CA,
6200 BROMLEY ST,Oakland,CA,
1600 MONO AVE,Oakland,CA,
1ST ST & BROADWAY,Oakland,CA,
WB 11TH ONRP ST & BRUSH ST,Oakland,CA,
39TH AVE AND BAYO ST,Oakland,CA,
E 38TH ST & LINWOOD AV,Oakland,CA,
MANDELA PARKWAY,Oakland,CA,
6900 SKYLINE BLVD,Oakland,CA,
47TH ST & TELEGRAPH AVE,Oakland,CA,
23RD ST & KENNEDY ST,Oakland,CA,
SPECIAL ASSIGN/INTERNATIONAL,Oakland,CA,
13TH AV & PARK BOULEVARD WY,Oakland,CA,
ALCATRAZ AV & CALIFORNIA ST,Oakland,CA,
2100 KAISER PLAZA,Oakland,CA,
ALMANZA DR & TOPANGA DR,Oakland,CA,
1600 POWELL,Oakland,CA,
73RD AV,Oakland,CA,
21200 REDWOOD ROAD,Oakland,CA,
9TH AV & EMBARCADERO,Oakland,CA,
9700 MACARTHUR BVD,Oakland,CA,
300 WARREN AV,Oakland,CA,
1000 LEO WY,Oakland,CA,
4100 ALLENDALE AVE.,Oakland,CA,
2800 SAN LEANDRO,Oakland,CA,
8400 EDES AVE,Oakland,CA,
1200 FRUITVALE AVE,Oakland,CA,
BANCROFT AV & DUTTON,Oakland,CA,
INTEL CORRID DIRECT PATROL,Oakland,CA,
4400 COLISEUM WY,Oakland,CA,
2300 86TH AVE,Oakland,CA,
2000 BLK SAN PABLO AVE,Oakland,CA,
SPEC ASSIGN TAC 4,Oakland,CA,
GLENARMS DR & PALI CT,Oakland,CA,
800 93ND AV,Oakland,CA,
8700 G STREET,Oakland,CA,
1100 46TH AV,Oakland,CA,
EB MACARTHUR ONRP BL & OAKLAND AV,Oakland,CA,
1800 96TH AVE,Oakland,CA,
37TH ST & TELEGRAPH,Oakland,CA,
1827A E 22ND ST,Oakland,CA,
FLEMING AV & MODESTO AV,Oakland,CA,
800 OAKLAND AV,Oakland,CA,
MOORE DR & SHEPHERD CANYON RD,Oakland,CA,
MAC ARTHUR & PIERSON ST,Oakland,CA,
EB I580 & EB LAKESHORE ONRP AV,Oakland,CA,
4300 PAMPAS AVE,Oakland,CA,
2800 TELEGRAPH AVE,Oakland,CA,
2900 MACARTHUR BLVD.,Oakland,CA,
47TH AVE & INTERNATIONAL BLVD,Oakland,CA,
HAWKINS/INTERNATIONAL,Oakland,CA,
8800 MAC ARTHUR BLVD,Oakland,CA,
EMERSON WY & PARK BLVD,Oakland,CA,
17TH ST & SAN PABLO AVE,Oakland,CA,
CALAVARAS AV & TOMPKINS AV,Oakland,CA,
1300 24TH ST,Oakland,CA,
98TH AV/ A ST,Oakland,CA,
900 BLOCK OF FRUITVALE AV,Oakland,CA,
HASTE ST/TELEGRAPH,Oakland,CA,
HALCYON & WASHINGTON,Oakland,CA,
3430A SALISBURY ST,Oakland,CA,
38TH AV & EB I580,Oakland,CA,
1700 51ST AV,Oakland,CA,
900 83 AV,Oakland,CA,
2300 13TH AVE,Oakland,CA,
98TH AV & HILLGRADE CT,Oakland,CA,
2300 ,Oakland,CA,
BROADWAY & MONROE AV,Oakland,CA,
8900 LAWLOR ST OAKLAND 94605,Oakland,CA,
6300 ROCKY PT CT,Oakland,CA,
2700 NORTHGATE,Oakland,CA,
300 MANDALAY RD,Oakland,CA,
600 MAGNOLIA AV,Oakland,CA,
3800 ALTAMONT AV,Oakland,CA,
4100 ADELINE ST,Oakland,CA,
BRIGHTON AV & GREENWOOD AV,Oakland,CA,
4800 BROOKDALE AVE,Oakland,CA,
8600 SAN LEANDRO ST,Oakland,CA,
1500 27TH AVE,Oakland,CA,
2700 MOUNTAINGATE W,Oakland,CA,
KEVIN CT,Oakland,CA,
5400 BROOKDALE AVE,Oakland,CA,
GRAND & OAKL,Oakland,CA,
GRIZZLY PEAK BLVD & LOMAS CANTADAS,Oakland,CA,
5400 BLK RUTH AV,Oakland,CA,
VAN CLEAVE WY & WESTFIELD WY,Oakland,CA,
10000 BANCROFT AV,Oakland,CA,
ALIDA CT & ALIDA ST,Oakland,CA,
200 GRAU DR,Oakland,CA,
3400 HIGH,Oakland,CA,
6100 HILTOM ST,Oakland,CA,
GREENBRIER ST & TURNER AV,Oakland,CA,
5100 MARKET ST,Oakland,CA,
2800 NICOLE AV,Oakland,CA,
500 PREALTA ST,Oakland,CA,
55TH ST & EB S24,Oakland,CA,
2500 82ND AVE,Oakland,CA,
4600 3RD ST SAN FRANCISCO CA,Oakland,CA,
62ND ST & VALLEJO ST,Oakland,CA,
800 STAN,Oakland,CA,
2400 38TH AVE,Oakland,CA,
3500 CESAR CHAVEZ,Oakland,CA,
DIRECTIVE PATROL DISTRICT 4,Oakland,CA,
6400 CHURCH ST,Oakland,CA,
200 BROADMOOR BLVD,Oakland,CA,
DOOLITTLE AND ADAMS ST,Oakland,CA,
TELEGRAPH & ASHBY,Oakland,CA,
4100 BROOKDALE AVENUE,Oakland,CA,
3600 39TH AVE,Oakland,CA,
42ND ST & MARTIN LUTHER KING JR,Oakland,CA,
1100 39TH AV,Oakland,CA,
0 BLACHFORD CT,Oakland,CA,
DIRECTED PATROL AREA 2,Oakland,CA,
DIRETED PATROL,Oakland,CA,
3400 SAN LEANDRO BLVD,Oakland,CA,
EMBARCADERO COVE & LIVINGSTON ST,Oakland,CA,
1901A POPLAR ST,Oakland,CA,
UNION CITY,Oakland,CA,
2100 7TH ST,Oakland,CA,
1725A PERALTA ST,Oakland,CA,
10700 EAGLE COURT,Oakland,CA,
2400 25TH AVE.,Oakland,CA,
WB GRAND ONRP AV & WB I580,Oakland,CA,
HAVEN ST AND FITZGERALD ST,Oakland,CA,
47TH ST & ADELINE,Oakland,CA,
EB I-80 51ST ST,Oakland,CA,
"3100 NAGLEE RD, TRACY CA",Oakland,CA,
5000 FAIRFAX AVE,Oakland,CA,
1200 HAWTHORNE ST,Oakland,CA,
34TH AV & ELMWOOD AV,Oakland,CA,
HOOD ST & STELLA ST,Oakland,CA,
3440A ADELL CT,Oakland,CA,
9400 A,Oakland,CA,
700 MOORPARK ST,Oakland,CA,
BLYTHEN WY & WEE BLYTHEN,Oakland,CA,
8500 BLK ALVINGROOM CT,Oakland,CA,
2900 FILBERT ST.,Oakland,CA,
3411E E 12TH ST,Oakland,CA,
1300 102ND AVE,Oakland,CA,
LIVERMORE,Oakland,CA,
7500 WELD AVE,Oakland,CA,
2100 67TH AV,Oakland,CA,
4200 EMERALD,Oakland,CA,
10600 PONTAC ST,Oakland,CA,
6300 LEONA ST,Oakland,CA,
73RD AVE,Oakland,CA,
COLLEGE AVE AREA,Oakland,CA,
4300 MARKET,Oakland,CA,
4600 JACOBUS AV,Oakland,CA,
30TH & LINDEN,Oakland,CA,
WB I580 & OAKLAND AV,Oakland,CA,
10700 LOCHARD ST,Oakland,CA,
GHOST TOWN AREA,Oakland,CA,
300 MAGNOLIA ST,Oakland,CA,
800 SANTA RAY AVE,Oakland,CA,
TAYLOR AV & THERMAL ST,Oakland,CA,
7200 BLOCK OF BANCROFT,Oakland,CA,
BALMORAL DR & BLYTHEN WY,Oakland,CA,
1800 98TH AVE,Oakland,CA,
18TH ST & MARTIN LUTHER KING JR WAY,Oakland,CA,
1900 97TH AV,Oakland,CA,
8900 MOUNTAIN BLVD,Oakland,CA,
477C CHETWOOD ST,Oakland,CA,
8000 REDWOOD RD,Oakland,CA,
9500 STEARNS AVE,Oakland,CA,
9800 DENSLOWE AV,Oakland,CA,
5500 HILLTOP CRES,Oakland,CA,
DIST 123,Oakland,CA,
0 HAAS,Oakland,CA,
1500 33RD AVE,Oakland,CA,
3456A RHODA AV,Oakland,CA,
MINNA AV & WALNUT ST,Oakland,CA,
ALCATRAZ/ADELINE,Oakland,CA,
2400 MARTIME,Oakland,CA,
0 CABRILLO PL,Oakland,CA,
2400 W 16TH ST,Oakland,CA,
10000 MAC ARTHUR BLVD,Oakland,CA,
BEVERLY AV & 108TH AV,Oakland,CA,
INTERNATIONAL BL & 54TH AV,Oakland,CA,
2400 WEST 17TH ST,Oakland,CA,
2600 EC REEMS CRT,Oakland,CA,
I80/SP,Oakland,CA,
WYMAN PL & WYMAN ST,Oakland,CA,
800 BRUSH ST,Oakland,CA,
43RD ST & 44TH ST,Oakland,CA,
8400 GOLFS LINKS ROAD,Oakland,CA,
BROOKPARK RD & PARKRIDGE DR,Oakland,CA,
2000 MASTLANDS DR,Oakland,CA,
8400 SAN LEANDRO AV,Oakland,CA,
DONNA WY & INVERNESS CT,Oakland,CA,
600 BLOCK OF CAMDEN,Oakland,CA,
8300 OUTLOOK AVE,Oakland,CA,
3900 AQUA VISTA ST,Oakland,CA,
1200 E. 20TH ST,Oakland,CA,
7200 HALLIDAY AVE,Oakland,CA,
CORAL/98TH,Oakland,CA,
1100 OAKLAND AV,Oakland,CA,
4800 GRIZZLY PEAK BLVD,Oakland,CA,
4500 MERRILL AVE,Oakland,CA,
OAKRIDGE/COLLEGE,Oakland,CA,
1000 92ND AVE,Oakland,CA,
62/ADEL,Oakland,CA,
LEET DR & PENDLETON WY,Oakland,CA,
6100 LA SALLE ST,Oakland,CA,
5400 LOCKSLEY ST,Oakland,CA,
2031A 69TH AV,Oakland,CA,
5700 ROMANY ROAD,Oakland,CA,
100 MYRTLE STREET,Oakland,CA,
1000 47TH ST,Oakland,CA,
107TH AV & SHELDON ST,Oakland,CA,
2500 E16TH ST,Oakland,CA,
9900 E ST.,Oakland,CA,
38TH ST & CERRITO AV,Oakland,CA,
BUENA VISTA AV & GOLDEN GATE AV,Oakland,CA,
DEAKIN ST & WOOLSEY ST,Oakland,CA,
9607A STEARNS AV,Oakland,CA,
8200 E STREET,Oakland,CA,
7700 EARHART RD,Oakland,CA,
2800 BUTON DR,Oakland,CA,
600 E8TH ST,Oakland,CA,
1100 61ST AVE,Oakland,CA,
1100 DRURY RD,Oakland,CA,
LAKESHORE AVE & HANOVER,Oakland,CA,
10500 EDES AVE,Oakland,CA,
CAMERON AV & MALCOLM AV,Oakland,CA,
2400 BLOCK OF WEBSTER,Oakland,CA,
LINCOLNSHIRE DR & WESTMINSTER DR,Oakland,CA,
8900 CASTLEWOOD ST,Oakland,CA,
100 LATHAM ST,Oakland,CA,
BZ 19,Oakland,CA,
SEMINARY AND HAYES,Oakland,CA,
EB BROADWAY OFFRP & KEITH AV,Oakland,CA,
3500 CHAMPION,Oakland,CA,
BROADWAY TER & SWAINLAND RD,Oakland,CA,
40TH ST/SAN PABLO,Oakland,CA,
6700 WOODLAND PL,Oakland,CA,
6000 BANCROFT AVE,Oakland,CA,
LAKE PARK/GRAND,Oakland,CA,
DIRECTIVE PAT DIST 1,Oakland,CA,
1700 73RD AVE,Oakland,CA,
SAN LEANDRO & DAVIS ST,Oakland,CA,
MANDANA BLVD & RAND AV,Oakland,CA,
CAPISTRANO DR AND 105TH AVE,Oakland,CA,
5000 YGNACIO AVE,Oakland,CA,
MONTE VISTA AV & ROBLEY TER,Oakland,CA,
1200 FILBERT ST,Oakland,CA,
COWPER ST & SAN PABLO AV,Oakland,CA,
200 GARCIA AV,Oakland,CA,
6600 LEONA CREEK DRIVE,Oakland,CA,
BROADWAY TER & URANUS AV,Oakland,CA,
2900 13TH AV,Oakland,CA,
23RD AV & ARDLEY AV,Oakland,CA,
5900 AVENAL AVENUE,Oakland,CA,
1400 POPLAR ST,Oakland,CA,
GREENRIDGE DR & RILEA WY,Oakland,CA,
700 ELM HURST AVE,Oakland,CA,
E 20TH ST & MITCHELL ST,Oakland,CA,
426A ATHOL AV,Oakland,CA,
600 BLK OF SYCAMORE,Oakland,CA,
1000 85TH AVE,Oakland,CA,
SB ADELINE ONRP ST & MARKET ST,Oakland,CA,
9200 HILLSIDE,Oakland,CA,
81ST AVE & RUDSDALE ST,Oakland,CA,
HARRINGTON AND FOOTHILL,Oakland,CA,
ALVARADO RD & GYPSY LN,Oakland,CA,
LINC & PARK,Oakland,CA,
NB 42ND CONN AV & NB HIGH ONRP S,Oakland,CA,
BALBOA DR & PASO ROBLES DR,Oakland,CA,
0 & ADELINE,Oakland,CA,
7400 MAC ARTHUR BLVD,Oakland,CA,
MONTGOMERY ST & PLEASANT VALLEY RD,Oakland,CA,
2200 SAN PABLO AVE,Oakland,CA,
6500 HARWOOD AV,Oakland,CA,
PORT AREA,Oakland,CA,
1200 STANFORD AVE.,Oakland,CA,
TEL COORIDOR,Oakland,CA,
3600 SAN LEANDRO BLVD,Oakland,CA,
BOYD AV & CAVOUR ST,Oakland,CA,
DIRECTED PATROL IN THE DISTRICT,Oakland,CA,
6800 THE TURN,Oakland,CA,
3200 HAMLINE AVE,Oakland,CA,
MANDELLA CORRIDOR,Oakland,CA,
PRINCE ST & YORK ST,Oakland,CA,
DISTRICT 1/2,Oakland,CA,
2000 BLOSSOM WAY,Oakland,CA,
1500 WALTER HAWKINS,Oakland,CA,
ELYSIAN FIELDS DR & MOUNTAIN VALLEY,Oakland,CA,
800 MARKET ST.,Oakland,CA,
CALANDRIA AV & MURILLO AV,Oakland,CA,
FRUITVALE AND INTERNATIONAL (BANK OF AMERICA),Oakland,CA,
3700A FOOTHILL BLVD,Oakland,CA,
2200 1&2 41ST AV,Oakland,CA,
DISTRICT 2 - S/A,Oakland,CA,
HARBOR VIEW AV & VALE AV,Oakland,CA,
35TH AV CORRIDOR,Oakland,CA,
3154A HIGH ST,Oakland,CA,
SAN LEANDRO AVE & 37TH AVE,Oakland,CA,
CLARENDON CRES & LONGRIDGE RD,Oakland,CA,
300 PLEASANT WY,Oakland,CA,
SARONI DR & WOODROW DR,Oakland,CA,
10100 BIRCH ST,Oakland,CA,
CHEROKEE AV & LAWLOR ST,Oakland,CA,
CHARIOT LN & SURREY LN,Oakland,CA,
6TH ST & NB OAK OFFRP ST,Oakland,CA,
1800 BLK FOOTHILL BLVD,Oakland,CA,
4600 YGNACIO AV,Oakland,CA,
1900 47TH AVE,Oakland,CA,
1100 100TH AVE,Oakland,CA,
DIRECT PATROL DISTRICT 3,Oakland,CA,
800 1&2 37TH ST,Oakland,CA,
4400 SHELOOMOUND ST,Oakland,CA,
800 1&2 APGAR ST,Oakland,CA,
DOWNTOWN WALKING,Oakland,CA,
NB S13 CONN & WB S24,Oakland,CA,
900 HOLLYWOOD AV,Oakland,CA,
MERRIEWOOD DR & VALLEY VIEW RD,Oakland,CA,
ARDMORE AV & MANDANA BLVD,Oakland,CA,
KAPHAN AV & REINHARDT DR,Oakland,CA,
INTERNATIONAL AND MACARTHUR CORRIDOR,Oakland,CA,
3000 62ND AVE,Oakland,CA,
900 MAGNOLIA ST,Oakland,CA,
W MAC/SP,Oakland,CA,
2800 KITCHENER CT,Oakland,CA,
2200 48TH AVE,Oakland,CA,
430G CANYON OAKS DR,Oakland,CA,
SPECIAL ASSIGN -- BT3,Oakland,CA,
3700 MACATHUR BL,Oakland,CA,
6TH ST & ADELINE ST,Oakland,CA,
MYSTIC ST & ROCKWELL ST,Oakland,CA,
600 52ND ST,Oakland,CA,
DIRECTIVE PATROL D2,Oakland,CA,
900 5TH ST,Oakland,CA,
I580/GILMAN,Oakland,CA,
3300 ENCINA WY,Oakland,CA,
3000 FRUITVALE AVENUE,Oakland,CA,
5500 MCMILLAN AV,Oakland,CA,
GOSS ST & WILLOW ST,Oakland,CA,
6900 1&2 FRESNO ST,Oakland,CA,
90TH AV & MAC ARTHUR,Oakland,CA,
9300 OSCAR ST,Oakland,CA,
10300 VOLTAIRE AVE,Oakland,CA,
"WOOLSLEY, BERKELEY",Oakland,CA,
7100 LOCKHEED,Oakland,CA,
6000 BALBOA DR,Oakland,CA,
7800 GARFIELD ST,Oakland,CA,
ASCOT DR & HOLYROOD DR,Oakland,CA,
7800 ELDER ST,Oakland,CA,
E 12TH ST & 49TH AV,Oakland,CA,
BT 15 DIRECTED PATROL,Oakland,CA,
CHARLESTON ST & COOLIDGE AV,Oakland,CA,
WILDCAT CANYON RD,Oakland,CA,
2332A IVY DR,Oakland,CA,
4000 HEGENBERGER RD,Oakland,CA,
1000 OAKGROVE RD,Oakland,CA,
0 GRASS VALLEY CT,Oakland,CA,
8400 BLK BANCROFT AV,Oakland,CA,
46TH AV & NB COLISEUM OFFRP WY,Oakland,CA,
4000 BLK OF TELEGRAPH,Oakland,CA,
2300 66TH AVE,Oakland,CA,
10600 SN LEANDRO ST,Oakland,CA,
1400 71ST AVE,Oakland,CA,
HOMEWOOD DR & RIDGEWOOD DR,Oakland,CA,
0 EMBARCADREO WEST,Oakland,CA,
40TH/EMERY,Oakland,CA,
6000 BLK ASCOT,Oakland,CA,
KAISER SF,Oakland,CA,
2700 82ND AV,Oakland,CA,
2000 BANCROFT WY,Oakland,CA,
1400 26TH ST,Oakland,CA,
DIRECTED PATROL FV/FH,Oakland,CA,
2600 E. 25TH ST,Oakland,CA,
PIEDMONT AV CORRIDOR,Oakland,CA,
8400 IRIS,Oakland,CA,
2500 25TH AVE,Oakland,CA,
14TH AV,Oakland,CA,
1100 72ND AVE,Oakland,CA,
MOUNTAIN VIEW AND SHONE AVE,Oakland,CA,
COSGRAVE AV & NEY AV,Oakland,CA,
SAN PABLO & 40TH,Oakland,CA,
400 BURLWOOD,Oakland,CA,
MLK & 52ND ST,Oakland,CA,
900 76TH AVE,Oakland,CA,
2300 82ND AVE,Oakland,CA,
2000 1&2 E 17TH ST,Oakland,CA,
1700 MILVIA,Oakland,CA,
1100 24TH ST.,Oakland,CA,
1200 EVERETT AV,Oakland,CA,
6000 N CANYON,Oakland,CA,
3900 SANBORN DR,Oakland,CA,
3800 BLK SAN LEANDRO AV,Oakland,CA,
CHAMPION ST & WB I580,Oakland,CA,
BANCROFT/SPAULDING,Oakland,CA,
300 THORTON ST,Oakland,CA,
34TH AVE & FOOTHILL BLVD,Oakland,CA,
41ST ST,Oakland,CA,
TAC4,Oakland,CA,
2500 APPIAN WY,Oakland,CA,
500 OREGON ST&VALLEJO,Oakland,CA,
BARMIED PL & SKYLINE BLVD,Oakland,CA,
CORAL RD & FITZPATRICK RD,Oakland,CA,
14TH/BDWY CORRIDER,Oakland,CA,
HUDSON ST & JAMES AV,Oakland,CA,
BRISTOL BLVD & INTERNATIONAL BLV,Oakland,CA,
5600 1&2 TELEGRAPH AV,Oakland,CA,
64TH,Oakland,CA,
HARBORD DR & MARR AV,Oakland,CA,
3300 BROOKDALE AVE,Oakland,CA,
171-12TH ST,Oakland,CA,
INTL/FV CORRIDOR,Oakland,CA,
CASTLEWOOD ST & OAK KNOLL BLVD,Oakland,CA,
BT 12,Oakland,CA,
4100 MALCOLM AV,Oakland,CA,
200 PARK VIEW AV,Oakland,CA,
DIRECTED PATTROL,Oakland,CA,
8700 E,Oakland,CA,
INTL/95,Oakland,CA,
1000 105TH AVE,Oakland,CA,
4921A SHATTUCK AV,Oakland,CA,
300 LEASTER AVE,Oakland,CA,
1700 24TH,Oakland,CA,
"1900 MONTE DIABLO AV, STOCKTON",Oakland,CA,
MACARTHUR BART,Oakland,CA,
4646B SEQUOYAH RD,Oakland,CA,
MOUNTAIN BLVD & WB MOUNTAIN ONRP BL,Oakland,CA,
CLAREMONT AV & MYSTIC ST,Oakland,CA,
3100 E 22ND ST,Oakland,CA,
100 98TH AVE,Oakland,CA,
EMBARCADERO WEST & MARTIN LUTHER,Oakland,CA,
2500 PINE ST APT 205,Oakland,CA,
5040A INTERNATIONAL BLVD,Oakland,CA,
1500 HARMON,Oakland,CA,
FREMONT/TAMAYO,Oakland,CA,
1800 87TH AVE,Oakland,CA,
1200 ARIANE COURT,Oakland,CA,
CHINA TOWN,Oakland,CA,
IFO 583 57TH ST,Oakland,CA,
IKEA,Oakland,CA,
ASHBY AV & DOMINGO AV,Oakland,CA,
800 POPLAR WY,Oakland,CA,
1500 OAK ST,Oakland,CA,
2900 HARRINGTON AV,Oakland,CA,
30TH AND TELEGRAPH,Oakland,CA,
8700 HILLSIDE ST APT 122,Oakland,CA,
6900 OUTLOOK,Oakland,CA,
2300 SAN PABLO AN,Oakland,CA,
FLEMING/90TH,Oakland,CA,
SAN MATEO MEDICAL CENTER,Oakland,CA,
500 PALISADE,Oakland,CA,
4200 BAYO ST,Oakland,CA,
2300 WEST 133RD SAN LEANDRO,Oakland,CA,
36TH ST & MAGNOLIA ST,Oakland,CA,
ROSS CIR & ROSS ST,Oakland,CA,
CASTLE DR & MELVILLE DR,Oakland,CA,
9000 EARHART DR,Oakland,CA,
1800 HARMON,Oakland,CA,
1100 ELMHURST AVE,Oakland,CA,
3300 MAYBELL WAY,Oakland,CA,
200 CARO RD,Oakland,CA,
1600 100TH AVE,Oakland,CA,
60TH ST & MARTIN LUTHER KING JR,Oakland,CA,
"3700 39TH AVE, APT 2",Oakland,CA,
4704A MACARTHUR BLVD,Oakland,CA,
FALLON ST & OAK ST,Oakland,CA,
4500 LAWTON AV,Oakland,CA,
3500 TELEGRAPH AVE,Oakland,CA,
HEGENBERGER  WALMART,Oakland,CA,
5700 MILES AVE,Oakland,CA,
5500 OAKPORT ST,Oakland,CA,
900 72ND AVE,Oakland,CA,
MIDDLE HARBOR,Oakland,CA,
4900 LEONA ST,Oakland,CA,
0 KAISER PLAZA,Oakland,CA,
6400 OAKPORT ST,Oakland,CA,
0 ST AND BROADWAY,Oakland,CA,
20TH ST & MARTIN LUTHER KING J,Oakland,CA,
0 SOUTHWOOD CT,Oakland,CA,
DOLORES AV & PARK BLVD,Oakland,CA,
A & I 880,Oakland,CA,
500 21 ST,Oakland,CA,
0 EALING LN,Oakland,CA,
2700 ECREEMS,Oakland,CA,
DIRECT PATROL BEAT 23/27,Oakland,CA,
62ND AVE & AVENAL ST,Oakland,CA,
100 ISLETON AVE,Oakland,CA,
2600 BLK INTERNATIONAL BLVD,Oakland,CA,
PACKARD ST & STONEMASON CT,Oakland,CA,
700 12TH AV,Oakland,CA,
TRACY CA,Oakland,CA,
80TH AV,Oakland,CA,
1000 UNIVERSITY,Oakland,CA,
2400 89TH,Oakland,CA,
2700 67TH AVE,Oakland,CA,
SL/BROADMORE,Oakland,CA,
5200 SEMINARY AV,Oakland,CA,
6900 RUDSDALE ST,Oakland,CA,
DARIEN AV & GHORMLEY AV,Oakland,CA,
700 76TH AVE,Oakland,CA,
3900 MARTIN LUTHER KING WAY,Oakland,CA,
0 MADDUX AVE,Oakland,CA,
FLEMING AV & MORSE DR,Oakland,CA,
AREA THREE,Oakland,CA,
CRESTMONT DR & SAMARIA LN,Oakland,CA,
2000 51ST AV,Oakland,CA,
AREA1,Oakland,CA,
2600 THERMO ST,Oakland,CA,
ADAMS ST & CHETWOOD ST,Oakland,CA,
ADELINE ST & ALCATRAZ AV,Oakland,CA,
BURCKHALTER ELEMENTRY SCHOOL,Oakland,CA,
HAZELWOOD CT & MADDUX DR,Oakland,CA,
BIRDSALL AV & MELDON AV,Oakland,CA,
LYNDE/COOLIDGE,Oakland,CA,
HARWOOD AV & ROSS ST,Oakland,CA,
DISTRIC 3,Oakland,CA,
1700 ALICE ST,Oakland,CA,
3040C FRUITVALE AV,Oakland,CA,
9000 BANCROFT AVE,Oakland,CA,
2400 7TH ST,Oakland,CA,
5500 COLISEUM WY,Oakland,CA,
5500 PRINCETON,Oakland,CA,
855B 30TH ST,Oakland,CA,
7300 BLOCK OF BANCROFT,Oakland,CA,
BEATS 23 & 27,Oakland,CA,
69TH AV & RUDSDALE ST,Oakland,CA,
100 W JACKSON ST,Oakland,CA,
3500 OAKNOLL BLVD,Oakland,CA,
FT OF 29,Oakland,CA,
5300 BLK SHATTACK AV,Oakland,CA,
800 EVERETT AV,Oakland,CA,
BRANDON ST & ROSE AV,Oakland,CA,
FH/WESTBAY,Oakland,CA,
55TH AV & HARVEY AV,Oakland,CA,
1200 E. 12TH ST,Oakland,CA,
400 1&2 38TH ST,Oakland,CA,
DIRECTIVE PATR,Oakland,CA,
12100 DEWEY,Oakland,CA,
9300 G ST,Oakland,CA,
PEMBROKE CT & STANTONVILLE DR,Oakland,CA,
EDGEWOOD AV & EVERETT AV,Oakland,CA,
CALDECOTT LN & WB TUNNEL ONRP RD,Oakland,CA,
HERMOSA AV & JACOBUS AV,Oakland,CA,
1100 58TH AVE,Oakland,CA,
BRANDON ST & PIEDMONT AV,Oakland,CA,
46TH & SHATTUCK AVE,Oakland,CA,
SAN PABLO CORRIDOR,Oakland,CA,
1300 BLK 94TH AVE,Oakland,CA,
6400 BAYVIEW DR,Oakland,CA,
400 7TH AV,Oakland,CA,
1800 POWELL ST,Oakland,CA,
INTERNATIONAL FROM 1ST TO FV,Oakland,CA,
BEAT 28,Oakland,CA,
I205 & I5,Oakland,CA,
5532A SHATTUCK AV,Oakland,CA,
98TH AND INTERNATIONAL,Oakland,CA,
1200 53RD ST,Oakland,CA,
OAKLAND HIGH SCHOOL,Oakland,CA,
MACARTHUR/SEMINARY,Oakland,CA,
400 43RD STREET,Oakland,CA,
400 CLIFFTON AVE,Oakland,CA,
LAKE ANZA RD,Oakland,CA,
BANCROFT AV & BOND ST,Oakland,CA,
KENNEDY ST & E7TH ST,Oakland,CA,
7200 KAUSE ST,Oakland,CA,
22ND AV & E 26TH ST,Oakland,CA,
INTERSTATE 80 TOLL PLAZA,Oakland,CA,
0 KILLBEGS,Oakland,CA,
800 BLK ADELINE ST,Oakland,CA,
HUDSON ST & EB S24,Oakland,CA,
NEY AND COSGRAVE AVE,Oakland,CA,
7900 NEY AVE,Oakland,CA,
10700 MAC ARTHUR BLVD,Oakland,CA,
2000 FAIRMONT,Oakland,CA,
2200 WAKE AV,Oakland,CA,
2500 APPIAN WAY,Oakland,CA,
