Address,City,State,Zip
5100 7TH ST,Oakland,CA,
6200 VALLEY VIEW RD,Oakland,CA,
5200 REDONDO AV,Oakland,CA,
6500 SWAINLAND RD,Oakland,CA,
GREENLY DR & LAMP ST,Oakland,CA,
3300 BURDECK DR,Oakland,CA,
6100 SKYLINE BLVD,Oakland,CA,
5700 AMY DR,Oakland,CA,
E 22ND ST & AUSTIN ST,Oakland,CA,
1300 38TH AV,Oakland,CA,
4800 CLAREWOOD DR,Oakland,CA,
87TH AV & B ST,Oakland,CA,
61ST ST & OCCIDENTAL ST,Oakland,CA,
DAISY ST & FAIR AV,Oakland,CA,
SEMINARY AV & TRASK ST,Oakland,CA,
3000 FRYE ST,Oakland,CA,
PALM AV & STATEN AV,Oakland,CA,
4600 MOUNTAIN BLVD,Oakland,CA,
6000 MONROE AV,Oakland,CA,
RIDGEWAY AV & TERRACE ST,Oakland,CA,
E 20TH ST & 7TH AV,Oakland,CA,
DIRECTED PATROL DIST 2,Oakland,CA,
AILEEN ST & DOVER ST,Oakland,CA,
6200 RACINE ST,Oakland,CA,
3300 RICHMOND BLVD,Oakland,CA,
500 E 10TH ST,Oakland,CA,
E 25TH ST & HIGHLAND AV,Oakland,CA,
1900 MANZANITA DR,Oakland,CA,
500 40 ST,Oakland,CA,
6600 MOKELUMNE AV,Oakland,CA,
FRUITVALE AV & WHITTLE AV,Oakland,CA,
8900 OLIVE ST,Oakland,CA,
3400 HENRIETTA ST,Oakland,CA,
10TH ST & KIRKHAM WY,Oakland,CA,
600 MANDELA PKWY,Oakland,CA,
1500 GRAND VIEW DR,Oakland,CA,
27TH ST & ALICIA ST,Oakland,CA,
ABBEY ST & ALLENDALE AV,Oakland,CA,
98TH AV & CARY CT,Oakland,CA,
7100 SUNKIST DR,Oakland,CA,
13TH ST & MARKET ST,Oakland,CA,
49TH ST & LAWTON AV,Oakland,CA,
700 OAK ST,Oakland,CA,
GILBERT ST & RIDGEWAY AV,Oakland,CA,
101ST AV & SUNNYSIDE ST,Oakland,CA,
1700 20TH ST,Oakland,CA,
FOREST HILL AV & TIFFIN RD,Oakland,CA,
500 DWIGHT PL,Oakland,CA,
4100 CULVER CT,Oakland,CA,
6900 LION WAY,Oakland,CA,
MACARTHUR BLVD & SAVANNAH CT,Oakland,CA,
1500 85TH AV,Oakland,CA,
1000 SANTA MARIA CT,Oakland,CA,
BROOKDALE AV & EASTMAN AV,Oakland,CA,
PEARMAIN ST & STONE ST,Oakland,CA,
46TH AV & MELROSE AV,Oakland,CA,
NB HIGH ONRP ST & NB I880,Oakland,CA,
FLORENCE TER & MOUNTAIN BLVD,Oakland,CA,
7100 HEMLOCK ST,Oakland,CA,
0 DANBURY ST,Oakland,CA,
GROSVENOR PL & TRESTLE GLEN RD,Oakland,CA,
2600 90TH AV,Oakland,CA,
100 STARVIEW CT,Oakland,CA,
5600 LOWELL ST,Oakland,CA,
3500 ALAMEDA AV,Oakland,CA,
9900 MADDUX DR,Oakland,CA,
7100 SARONI DR,Oakland,CA,
24TH ST & WILLOW ST,Oakland,CA,
GREEN ACRE RD & MACARTHUR BLVD,Oakland,CA,
6TH ST & CASTRO ST,Oakland,CA,
6600 AVENAL AV,Oakland,CA,
5000 SHATTUCK AV,Oakland,CA,
60TH AV & EASTLAWN ST,Oakland,CA,
10900 GLEN ARTNEY ST,Oakland,CA,
104TH AV & ROYAL ANN ST,Oakland,CA,
0 BURMA RD,Oakland,CA,
0 CAMISA CIR,Oakland,CA,
10200 PLYMOUTH ST,Oakland,CA,
3700 LAGUNA AV,Oakland,CA,
91ST AV & D ST,Oakland,CA,
3800 COLUMBIAN DR,Oakland,CA,
BAYVIEW DR & LEONA DR,Oakland,CA,
MADELINE ST & MAPLE AV,Oakland,CA,
2200 MASTLANDS DR,Oakland,CA,
6100 BULLARD DR,Oakland,CA,
500 WICKSON AV,Oakland,CA,
CALAVARAS AV & DAISY ST,Oakland,CA,
1200 62ND ST,Oakland,CA,
6500 HILLMONT DR,Oakland,CA,
1900 INDEPENDENCE WY,Oakland,CA,
13300 SKYLINE BLVD,Oakland,CA,
39TH AV & CARRINGTON ST,Oakland,CA,
1100 NORWOOD AV,Oakland,CA,
NEY AV & PARTRIDGE AV,Oakland,CA,
2000 TAMPA AV,Oakland,CA,
1400 GRAND VIEW DR,Oakland,CA,
9000 SKYLINE BLVD,Oakland,CA,
0 CATHY LN,Oakland,CA,
94TH AV & BURR ST,Oakland,CA,
ASCOT DR & SKYLINE BLVD,Oakland,CA,
0 BAY FOREST CT,Oakland,CA,
800 FRUITVALE AV,Oakland,CA,
8TH ST & FALLON ST,Oakland,CA,
300 BRUSH ST,Oakland,CA,
5800 BALBOA DR,Oakland,CA,
2400 E 26TH ST,Oakland,CA,
4100 WILSHIRE BLVD,Oakland,CA,
1400 WESTVIEW DR,Oakland,CA,
5900 MORSE DR,Oakland,CA,
10400 ROYAL ANN ST,Oakland,CA,
13TH ST & MANDELA PKWY,Oakland,CA,
16TH ST & UNION ST,Oakland,CA,
7200 BUCKINGHAM BLVD,Oakland,CA,
2400 INYO AV,Oakland,CA,
4300 ST CLOUD CT,Oakland,CA,
2700 10TH AV,Oakland,CA,
2100 COMMERCE WY,Oakland,CA,
4200 E 12TH ST,Oakland,CA,
10000 STANLEY AV,Oakland,CA,
6800 PASO ROBLES DR,Oakland,CA,
1100 LONGRIDGE RD,Oakland,CA,
0 DOROTHY PL,Oakland,CA,
5500 BALBOA DR,Oakland,CA,
5600 MACARTHUR BLVD,Oakland,CA,
1200 57TH AV,Oakland,CA,
9200 CASTLEWOOD ST,Oakland,CA,
4600 BELFAST AV,Oakland,CA,
2200 E 28TH ST,Oakland,CA,
3100 MADELINE ST,Oakland,CA,
0 CRESTMONT DR,Oakland,CA,
MERA ST & ROSEDALE AV,Oakland,CA,
3600 BUTTERS DR,Oakland,CA,
E 21ST ST & MITCHELL ST,Oakland,CA,
BANCROFT AV & FORTUNE WY,Oakland,CA,
10TH ST & CHESTNUT ST,Oakland,CA,
1600 18TH ST,Oakland,CA,
8TH AV & E 8TH ST,Oakland,CA,
WB I580 & SAN PABLO AV,Oakland,CA,
4500 REDDING ST,Oakland,CA,
2000 GLEASON WY,Oakland,CA,
4300 FAIR AV,Oakland,CA,
20TH ST & CAMPBELL ST,Oakland,CA,
1100 CLARENDON CRES,Oakland,CA,
1500 WEST ST,Oakland,CA,
102ND AV & BANCROFT AV,Oakland,CA,
37TH AV & E 8TH ST,Oakland,CA,
100 MOSS WY,Oakland,CA,
9300 GRANADA AV,Oakland,CA,
4300 ADELAIDE ST,Oakland,CA,
6000 OCCIDENTAL ST,Oakland,CA,
1000 ALVARADO RD,Oakland,CA,
2500 E 22ND ST,Oakland,CA,
1300 45TH AV,Oakland,CA,
60TH AV & AVENAL AV,Oakland,CA,
CLIFTON ST & MILES AV,Oakland,CA,
11000 CLIFFLAND AV,Oakland,CA,
10900 FOOTHILL BLVD,Oakland,CA,
GOSS ST & PINE ST,Oakland,CA,
4200 FRUITVALE AV,Oakland,CA,
2600 HICKORY ST,Oakland,CA,
7000 MARLBOROUGH TER,Oakland,CA,
45TH AV & MELROSE AV,Oakland,CA,
16TH AV & GLEASON WY,Oakland,CA,
10TH AV & E 21ST ST,Oakland,CA,
6300 ASCOT DR,Oakland,CA,
BROADWAY & PATTON ST,Oakland,CA,
700 ROSAL AV,Oakland,CA,
E 22ND ST & 7TH AV,Oakland,CA,
85TH AV & BLAINE ST,Oakland,CA,
FLEMING AV & RAWSON ST,Oakland,CA,
1800 MANZANITA DR,Oakland,CA,
3RD ST & LINDEN ST,Oakland,CA,
HORTON ST & MANDELA PKWY,Oakland,CA,
SB S13 CONN & TUNNEL RD,Oakland,CA,
FAIRMOUNT AV & MONTE VISTA AV,Oakland,CA,
0 98TH AV,Oakland,CA,
1100 E 11TH ST,Oakland,CA,
4100 RANDOLPH AV,Oakland,CA,
4400 NORTON AV,Oakland,CA,
3200 STUART ST,Oakland,CA,
37TH ST & LINDEN ST,Oakland,CA,
JAYNE AV & LEE ST,Oakland,CA,
3800 KANSAS ST,Oakland,CA,
EDES AV & TYLER ST,Oakland,CA,
19TH AV & E 28TH ST,Oakland,CA,
LEIGHTON ST & W MACARTHUR BLVD,Oakland,CA,
4300 HARBORD DR,Oakland,CA,
3200 E 12TH ST,Oakland,CA,
600 LA PRENDA DR,Oakland,CA,
5400 GOLDEN GATE AV,Oakland,CA,
56TH ST & GENOA ST,Oakland,CA,
19TH AV & E 20TH ST,Oakland,CA,
10800 JULIUS ST,Oakland,CA,
4500 MANILA AV,Oakland,CA,
92ND AV & E ST,Oakland,CA,
6400 SHELTERWOOD DR,Oakland,CA,
6100 CASTLE DR,Oakland,CA,
2800 106TH AV,Oakland,CA,
1500 COMMERCE WY,Oakland,CA,
PINEHAVEN RD & THORNHILL DR,Oakland,CA,
25TH ST & WEST ST,Oakland,CA,
1700 45TH AV,Oakland,CA,
900 23RD AV,Oakland,CA,
ADAMS ST & EUCLID AV,Oakland,CA,
3400 ELMWOOD AV,Oakland,CA,
3700 MOUNTAIN BLVD,Oakland,CA,
PIEDMONT AV,Oakland,CA,
DELMONT AV & SUNNYMERE AV,Oakland,CA,
24TH ST & MANDELA PKWY,Oakland,CA,
E 17TH ST & 20TH AV,Oakland,CA,
BANCROFT AV & FREMONT WY,Oakland,CA,
108TH AV & VOLTAIRE AV,Oakland,CA,
98TH AV & LYNDHURST ST,Oakland,CA,
ALCATRAZ AV & SALEM ST,Oakland,CA,
0 COVENT LN,Oakland,CA,
109TH AV & BANCROFT AV,Oakland,CA,
3RD ST & CHESTER ST,Oakland,CA,
3500 MIRASOL AV,Oakland,CA,
MARTIN LUTHER KING JR WY & WB S24 CONN,Oakland,CA,
9900 GOULD ST,Oakland,CA,
ALMA AV & MCKINLEY AV,Oakland,CA,
SANTA ROSA AV & VERNON ST,Oakland,CA,
7000 BUCKINGHAM BLVD,Oakland,CA,
W MACARTHUR BLVD & MARTIN LUTHER,Oakland,CA,
2700 E 11TH ST,Oakland,CA,
109TH AV & MCINTYRE ST,Oakland,CA,
E 11TH ST & 7TH AV,Oakland,CA,
3100 82ND AV,Oakland,CA,
12TH ST & UNION ST,Oakland,CA,
2400 NORTHGATE AV,Oakland,CA,
107TH AV & PERALTA OAKS DR,Oakland,CA,
SPEC ASSN,Oakland,CA,
1300 BARROWS RD,Oakland,CA,
0 VICTORY CT,Oakland,CA,
68TH AV & ARTHUR ST,Oakland,CA,
6600 BANNING DR,Oakland,CA,
1300 DERBY AV,Oakland,CA,
62ND ST & CANNING ST,Oakland,CA,
GHORMLEY AV & MADDUX DR,Oakland,CA,
58TH ST & DOVER ST,Oakland,CA,
700 PANORAMIC WY,Oakland,CA,
HILLSBOROUGH ST & WESLEY AV,Oakland,CA,
3000 BUTTERS DR,Oakland,CA,
0 ASCOT PL,Oakland,CA,
MADRONE AV & MASTERSON ST,Oakland,CA,
6400 MYSTIC ST,Oakland,CA,
10600 MARK ST,Oakland,CA,
4100 HUNTINGTON ST,Oakland,CA,
2100 E 26TH ST,Oakland,CA,
5200 COCHRANE AV,Oakland,CA,
4300 TERRABELLA WY,Oakland,CA,
E 10TH ST & 25TH AV,Oakland,CA,
1200 PINE ST,Oakland,CA,
7500 CLAREMONT AV,Oakland,CA,
9300 BURR ST,Oakland,CA,
3600 E 9TH ST,Oakland,CA,
1200 10TH AV,Oakland,CA,
CROXTON AV & PIEDMONT AV,Oakland,CA,
15TH ST & WOOD ST,Oakland,CA,
BEACH ST & WOOD ST,Oakland,CA,
11000 LOCHARD ST,Oakland,CA,
40TH ST & SAN PABLO AV,Oakland,CA,
BROOKLYN AV & PARK BLVD,Oakland,CA,
DOUGLAS AV & HALE AV,Oakland,CA,
MORCOM AV & WYMAN ST,Oakland,CA,
6000 LEONA ST,Oakland,CA,
24TH AV & E 24TH ST,Oakland,CA,
5800 HOWELL ST,Oakland,CA,
3300 SEMINARY AV,Oakland,CA,
35TH AV & WB I580,Oakland,CA,
1200 36TH AV,Oakland,CA,
14100 SKYLINE BLVD,Oakland,CA,
BROOKDALE AV & SHORT ST,Oakland,CA,
5500 S PICARDY DR,Oakland,CA,
41ST AV & SAN LEANDRO ST,Oakland,CA,
LAUREL AV & SUTER ST,Oakland,CA,
0 WOODCREST CIR,Oakland,CA,
3800 VALE AV,Oakland,CA,
9900 BURR ST,Oakland,CA,
CULVER ST & EASTMAN AV,Oakland,CA,
300 RISHELL DR,Oakland,CA,
57TH AV & HILTON ST,Oakland,CA,
80TH AV & IDLEWOOD ST,Oakland,CA,
KNOWLAND AV & VIRGINIA AV,Oakland,CA,
108TH AV & FOOTHILL BLVD,Oakland,CA,
1000 SEMINARY AV,Oakland,CA,
4800 TOMPKINS AV,Oakland,CA,
ALVARADO RD & CLAREMONT AV,Oakland,CA,
PIEDMONT AV & RAMONA AV,Oakland,CA,
6600 ESTATES DR,Oakland,CA,
6300 BULLARD DR,Oakland,CA,
9000 MCGURRIN RD,Oakland,CA,
700 ZEPHYR DR,Oakland,CA,
MANZANITA DR & SKYLINE BLVD,Oakland,CA,
107TH AV & MYERS ST,Oakland,CA,
FRUITVALE AV & NB I880,Oakland,CA,
5900 LEONA ST,Oakland,CA,
500 5TH AV,Oakland,CA,
5900 BANCROFT AV,Oakland,CA,
8000 OAKPORT ST,Oakland,CA,
59TH ST & DOVER ST,Oakland,CA,
6300 BUENA VENTURA AV,Oakland,CA,
124A MOSS AV,Oakland,CA,
MANDELA PKWY & PERALTA ST,Oakland,CA,
